0,0
1,0
2,0
3,0
4,1
5,1
6,1
7,1
8,1
9,0
10,0
11,1
12,0
13,1
14,1
15,0
16,0
17,1
18,1
19,0
20,0
21,0
22,1
23,0
24,1
25,0
26,0
27,1
28,0
29,0
30,1
31,0
32,0
33,0
34,0
35,1
36,0
37,0
38,0
39,1
40,1
41,1
42,0
43,0
44,1
45,0
46,0
47,1
48,1
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,1
60,1
61,1
62,1
63,0
64,1
65,0
66,1
67,1
68,1
69,0
70,0
71,1
72,0
73,0
74,0
75,0
76,0
77,0
78,1
79,0
80,1
81,1
82,0
83,0
84,0
85,0
86,1
87,0
88,1
89,1
90,1
91,0
92,1
93,0
94,1
95,1
96,0
97,1
98,1
99,0
100,1
101,0
102,0
103,0
104,0
105,1
106,1
107,0
108,1
109,1
110,0
111,0
112,1
113,1
114,1
115,1
116,0
117,0
118,1
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,1
127,0
128,1
129,0
130,0
131,0
132,0
133,0
134,0
135,1
136,0
137,1
138,0
139,1
140,0
141,1
142,1
143,0
144,1
145,1
146,0
147,1
148,1
149,0
150,1
151,1
152,0
153,1
154,1
155,0
156,0
157,1
158,1
159,1
160,0
161,0
162,0
163,1
164,0
165,0
166,1
167,0
168,0
169,0
170,0
171,1
172,0
173,0
174,1
175,1
176,0
177,0
178,0
179,0
180,1
181,1
182,0
183,1
184,1
185,0
186,1
187,0
188,1
189,0
190,0
191,1
192,0
193,1
194,1
195,0
196,0
197,1
198,1
199,0
200,0
201,0
202,1
203,0
204,1
205,0
206,1
207,1
208,0
209,1
210,1
211,1
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,1
221,0
222,0
223,0
224,1
225,1
226,1
227,1
228,0
229,0
230,1
231,1
232,1
233,1
234,0
235,1
236,0
237,1
238,1
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,1
247,1
248,1
249,1
250,0
251,0
252,0
253,0
254,0
255,1
256,1
257,1
258,1
259,0
260,0
261,1
262,0
263,0
264,0
265,0
266,1
267,1
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,1
276,0
277,1
278,0
279,0
280,1
281,0
282,1
283,1
284,1
285,0
286,0
287,1
288,0
289,0
290,0
291,1
292,1
293,0
294,0
295,0
296,0
297,0
298,1
299,1
300,1
301,0
302,1
303,0
304,1
305,1
306,1
307,1
308,0
309,1
310,1
311,0
312,1
313,1
314,0
315,1
316,0
317,0
318,0
319,0
320,1
321,0
322,0
323,0
324,1
325,0
326,1
327,0
328,1
329,0
330,1
331,1
332,1
333,0
334,1
335,1
336,1
337,0
338,0
339,0
340,1
341,0
342,0
343,0
344,1
345,1
346,0
347,0
348,0
349,0
350,0
351,0
352,1
353,1
354,0
355,1
356,0
357,1
358,1
359,1
360,0
361,1
362,1
363,1
364,1
365,0
366,1
367,1
368,0
369,1
370,1
371,0
372,1
373,0
374,0
375,1
376,0
377,1
378,1
379,0
380,1
381,0
382,0
383,1
384,0
385,1
386,0
387,0
388,0
389,1
390,1
391,0
392,1
393,0
394,1
395,0
396,0
397,0
398,1
399,0
400,1
401,0
402,0
403,1
404,0
405,1
406,0
407,1
408,0
409,0
410,1
411,1
412,0
413,1
414,1
415,1
416,0
417,1
418,0
419,0
420,1
421,0
422,1
423,1
424,1
425,0
426,1
427,1
428,1
429,1
430,1
431,0
432,1
433,1
434,0
435,1
436,1
437,0
438,1
439,1
440,0
441,1
442,1
443,0
444,1
445,1
446,0
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,0
459,0
460,1
461,1
462,1
463,1
464,0
465,0
466,0
467,1
468,0
469,1
470,0
471,0
472,1
473,1
474,0
475,0
476,0
477,0
478,0
479,0
480,1
481,1
482,0
483,1
484,1
485,1
486,1
487,0
488,1
489,0
490,1
491,0
492,1
493,1
494,1
495,1
496,0
497,0
498,1
499,1
500,0
501,1
502,0
503,0
504,0
505,1
506,1
507,1
508,0
509,1
510,0
511,0
512,0
513,0
514,1
515,1
516,1
517,1
518,1
519,0
520,1
521,1
522,1
523,1
524,1
525,0
526,0
527,1
528,0
529,1
530,0
531,0
532,0
533,1
